Artist,Popularity,Count,Genre
Håvard Gimse,48,2,classical
Hélène Mercier,45.5,4,classical
I Musici,37.42857143,7,classical
I Solisti Veneti,35.33333333,6,classical
I Virtuosi Italiani,76,2,classical
Idil Biret,40.5,8,classical
Ignacy Jan Paderewski,0,2,classical
Igor Markevitch,0,2,classical
Igor Stravinsky,0.7317073171,738,classical
Ileana Cotrubas,20.375,8,classical
Ilja Hurník,0,2,classical
Imogen Cooper,23,1,classical
Inge Borkh,0.05555555556,18,classical
Ingrid Haebler,43.25,4,classical
Ingrid Kertesi,41,1,classical
Ingvar Wixell,0,1,classical
Iona Brown,31.22222222,9,classical
Ira Malaniuk,0,7,classical
Irena Grafenauer,54,1,classical
Irmgard Seefried,0.1666666667,36,classical
Isaac Albéniz,10.02941176,34,classical
Isaac Stern,2.565217391,483,classical
Istvan Vardai,0,1,classical
Ital,0,1,classical
Itzhak Perlman,33.30434783,46,classical
Ivan Moravec,40.5,4,classical
Ivo Pogorelich,36.33333333,6,classical
Ivy Violan,39.83333333,6,classical
Iván Fischer,51,2,classical
J's Music,0,2,classical
Jack Brymer,33,1,classical
Jackie Moore,28,2,classical
Jacqueline du Pré,31.9,10,classical
Jacques Février,0.1428571429,7,classical
Jacques Ibert,10.57142857,7,classical
Jacques Offenbach,23.5,8,classical
Jagjit Kaur,0,4,classical
Jaime Laredo,32.5,4,classical
Jakub Jan Ryba,36,1,classical
James & Bobby Purify,36,10,classical
James Bowman,41,1,classical
James Carr,24,4,classical
James Galway,29.57142857,7,classical
James Lancelot,38,1,classical
James Levine,29,15,classical
James Rhodes,56,2,classical
Jan Ladislav Dussek,0,1,classical
Jane Berbié,40,1,classical
Jane Eaglen,0,1,classical
Janet Basco,41.5,6,classical
Jano,4.666666667,6,classical
Janos Balint,53,2,classical
Janusz Olejniczak,46.8,10,classical
Jaroslav Krcek,23.66666667,3,classical
Jascha Heifetz,1.876712329,584,classical
Jean Françaix,4.285714286,7,classical
Jean Sibelius,10.46666667,30,classical
Jean-Bernard Pommier,0,1,classical
Jean-Efflam Bavouzet,56,2,classical
Jean-Philippe Rameau,1,7,classical
Jean-Pierre Rampal,13.25,12,classical
Jean-Yves Thibaudet,50.29411765,34,classical
Jennie Tourel,2,14,classical
Jennifer Vyvyan,2.571428571,7,classical
Jeno Kevehazi,53,2,classical
Jenő Jandó,39.44615385,65,classical
Jeremiah Clarke,29,1,classical
Jerome Moross,0,2,classical
Jerry Goldsmith,33.18918919,37,classical
Jessye Norman,26.66666667,6,classical
Jesús Maria Sanromá,0,2,classical
Jian Wang,55,1,classical
Jiří Válek,47,1,classical
Jnan Prakash Ghosh,0,2,classical
Joaquín Rodrigo,18.83333333,6,classical
Joaquín Turina,9.25,4,classical
Joe Cutler,0,1,classical
Joe Hisaishi,39.06666667,165,classical
Joe Simon,24.5,8,classical
Joey Albert,46,2,classical
Johan S,0,4,classical
Johann Christian Bach,6.2,5,classical
Johann Nepomuk Hummel,52,1,classical
Johann Pachelbel,38.44444444,9,classical
Johann Sebastian Bach,13.18873827,959,classical
Johann Strauss I,16.625,40,classical
Johann Strauss II,13.12809917,242,classical
Johannes Bornlöf,0,14,classical
Johannes Brahms,3.493506494,308,classical
Johannes Ockeghem,0,1,classical
John Adams,50,2,classical
John Barry,32.61538462,104,classical
John Barry Orchestra,28,2,classical
John Cage,5.909090909,11,classical
John Carpenter,36,5,classical
John Debney,49.66666667,6,classical
John Dowland,1.666666667,3,classical
John Eliot Gardiner,33.13392857,112,classical
John Field,40,2,classical
John Ireland,40,1,classical
John McCormack,1.2,5,classical
John Metcalfe,57,1,classical
John Philip Sousa,11.2,10,classical
John Rutter,45,9,classical
John Tavener,49,1,classical
John Tomlinson,21,2,classical
Johnny Bristol,53,2,classical
Jon Nakamatsu,37,2,classical
Joni Haastrup,33,2,classical
Jorge Bolet,38.33333333,6,classical
Jorma Ikävalko,17,1,classical
Jose Mari Chan,44.65789474,38,classical
Jose Perera,2.833333333,6,classical
Josef Greindl,1.694444444,36,classical
Josef Hofmann,0.5,4,classical
Josef Metternich,0,11,classical
Joseph Banowetz,40,2,classical
Joseph Canteloube,0,1,classical
Joseph Garlington,35,2,classical
Joseph Kalichstein,33,1,classical
Joseph Lamb,8,2,classical
Joseph Szigeti,0.09803921569,51,classical
José van Dam,40,1,classical
Juan Pons,0,2,classical
Juilliard String Quartet,1.629032258,62,classical
Jules Massenet,11.31578947,19,classical
Julia Hamari,24,1,classical
Julian Bream,20.39130435,23,classical
Julian Lloyd Webber,40.57142857,7,classical
Julio Martinez Oyanguren,0,70,classical
Julius Baker,0,1,classical
Julius Patzak,0.08823529412,34,classical
Jussi Björling,1.15,20,classical
János Rolla,28,4,classical
János Starker,0.1666666667,12,classical
K. B. Sundarambal,0,6,classical
KELTEK,2.6,5,classical
Kai Wessel,40,1,classical
Kaija Saariaho,0,1,classical
Kalyanji Virji Shah,10,1,classical
Kalyanji-Anandji,56,1,classical
Kamal Barot,12,4,classical
Kamelot,5.552631579,76,classical
Kanan Devi,0,24,classical
Kanchan,35.66666667,3,classical
Karen Khachaturian,0,3,classical
Karita Mattila,5.5,2,classical
Karl Böhm,3.066929134,254,classical
Karl Richter,18,6,classical
Karlheinz Zoeller,53,1,classical
Karol Szymanowski,12,3,classical
Kathleen Battle,31.69565217,46,classical
Kathleen Ferrier,6,3,classical
Kathryn Stott,69,2,classical
Katia Labèque,48,1,classical
Kay Johannsen,52,2,classical
Kent Henry,42.6,5,classical
Kern,0,22,classical
Kevin Kern,48.66666667,6,classical
Khatia Buniatishvili,61,2,classical
Khursheed Bano,0,102,classical
Kim Borg,2.333333333,3,classical
King Floyd,41,6,classical
Kirsten Flagstad,1.666666667,3,classical
Klara Kormendi,42.5,8,classical
Klaus Doldinger,28.33333333,6,classical
Klaus Mertens,42,1,classical
Knudåge Riisager,0,1,classical
Kodály Quartet,50,2,classical
Koop,48,1,classical
Krystian Zimerman,38.8,5,classical
Kun-Woo Paik,54,2,classical
Kurt Böhme,5.5,2,classical
Kurt Masur,20.5,8,classical
Kurt Moll,48.5,2,classical
Kurt Rydl,48,2,classical
Kurt Weill,5.72,25,classical
Kyle McEvoy,37,6,classical
Kyung Wha Chung,54,1,classical
L.T.D.,40,19,classical
LaSalle Quartet,42,2,classical
Lakeside,26.6,30,classical
Lakshmi Shankar,0,2,classical
Lale Andersen,0,2,classical
Lalo Schifrin,24.73529412,34,classical
Lamont Dozier,26,4,classical
Lang Lang,58,2,classical
Langston Hughes,4.214285714,28,classical
Lani Misalucha,18,11,classical
Laurie Johnson,20.66666667,6,classical
Lauritz Melchior,0,1,classical
Lavinia Meijer,55,2,classical
Lawrence Brown,0.4939759036,83,classical
Laxmikant–Pyarelal,13.33333333,3,classical
Lee Holdridge,13.5,4,classical
Leif Ove Andsnes,47,8,classical
Lennie Niehaus,39,1,classical
Lenny LeBlanc,42,2,classical
Lenny Williams,52,2,classical
Leo Brouwer,53,1,classical
Leo Valdez,42.25,4,classical
Leon Fleisher,9.352941176,17,classical
Leon Haywood,34,2,classical
Leonard Bernstein,11.78873239,497,classical
Leonard Pennario,0,1,classical
Leonard Rose,6.333333333,3,classical
Leonard Rosenman,2,2,classical
Leonard Warren,0,1,classical
Leonie Rysanek,0,11,classical
Leontyne Price,4.579710145,69,classical
Leopold Godowsky,3.4,5,classical
Leopold Mozart,0,1,classical
Leopold Simoneau,5.166666667,6,classical
Leoš Janáček,22.6,5,classical
Lev Knipper,0.5,2,classical
Library Tapes,50,2,classical
Lili Kraus,0,26,classical
Lillian Fuchs,0,6,classical
Linda Jones,4,2,classical
Lionel Newman,28.14285714,7,classical
Lisa Beznosiuk,40,1,classical
Lisa Otto,0,2,classical
Lisa della Casa,0,19,classical
Ljuba Welitsch,4,5,classical
London Mozart Players,65,2,classical
London Philharmonic Orchestra,6.477876106,113,classical
London Sinfonietta,43,5,classical
London Symphony Orchestra,28.4507874,508,classical
Lord Berners,0,4,classical
Lorin Maazel,13.85483871,62,classical
Los Angeles Guitar Quartet,36,2,classical
Los Angeles Philharmonic,22.33333333,12,classical
Lost Horizon,43,2,classical
Lotte Lehmann,0,8,classical
Louis Couperin,1,2,classical
Louis Gruenberg,0,2,classical
Louis James Alfred Lefébure-Wély,1,1,classical
Louis Lortie,43.75,4,classical
Louis St. Louis,44.5,4,classical
Louis Vierne,0,1,classical
Louise Bessette,39,2,classical
Lucia Aliberti,0,1,classical
pop,16,1,classical
Luciana Serra,37,1,classical
Luciano Berio,0,1,classical
Ludwig Hoffmann,49.5,4,classical
Ludwig Weber,0,13,classical
Ludwig van Beethoven,6.221483942,903,classical
Luigi Alva,0,1,classical
Luigi Boccherini,22.72222222,18,classical
Luigi Cherubini,0,6,classical
Luis Alvarez,0,2,classical
Luis Bacalov,33.76923077,13,classical
Luis Fernando Pérez,65,2,classical
Luis Àlvarez,0,8,classical
Lukas Foss,0,11,classical
Luke Howard,60,2,classical
Luther Ingram,32.5,4,classical
Lynn Harrell,28,1,classical
László Kecskeméti,46,1,classical
Léo Delibes,24.16666667,6,classical
M. Balamuralikrishna,0,4,classical
M. L. Vasanthakumari,0.08,25,classical
M. S. Subbulakshmi,0.7346938776,98,classical
MGM Studio Orchestra,12.07392996,257,classical
Madeleine Isaksson,0,1,classical
Mado Robin,0,1,classical
Major Harris,38,4,classical
Malcolm Arnold,0,2,classical
Manfred Gurlitt,0.125,16,classical
Manhar,43,1,classical
Manhar Udhas,6,1,classical
Manik Varma,0,10,classical
Manna Dey,6.318965517,116,classical
Manuel Ausensi,14.66666667,3,classical
Manuel Fernandez Caballero,2,1,classical
Manuel Ponce,1.411764706,17,classical
Manuel de Falla,0.8214285714,28,classical
Mara Zampieri,0,1,classical
Maranatha! Music,46,4,classical
Maranatha! Praise Band,33,2,classical
Maranatha! Vocal Band,45,6,classical
Marc Blitzstein,0,2,classical
Marc Coppey,0,1,classical
Marc Lavry,0,1,classical
Marc-Antoine Charpentier,18.5,2,classical
Marcel Dupré,0,1,classical
Marcelo Álvarez,1,2,classical
Marco Sison,43.125,8,classical
Marek Janowski,0,8,classical
Margaret Marshall,29.8,5,classical
Margarete Babinsky,0,1,classical
Margie Joseph,33,2,classical
Maria Callas,7.931578947,190,classical
Maria Caniglia,0,25,classical
Maria Graf,54,1,classical
Maria João Pires,45.5,4,classical
Maria Kliegel,42,1,classical
Marian Anderson,11.6,5,classical
Marianne Schroeder,0,11,classical
Mariano Mores,21,4,classical
Marielle Labèque,48,2,classical
Marielle Nordmann,40,1,classical
Marilyn Horne,14.93103448,29,classical
Marino Formenti,0,1,classical
Mario Castelnuovo-Tedesco,4.3,10,classical
Mario Nascimbene,0,22,classical
Mario Zan,0,4,classical
Mario del Monaco,0.5666666667,30,classical
Mariss Jansons,11.43283582,67,classical
Mark Isham,22,2,classical
Maro Ajemian,1.8,20,classical
Martha Argerich,37.28571429,21,classical
Martha Mödl,0,1,classical
Martin Jones,53,4,classical
Martin Roscoe,36,2,classical
Martin Stadtfeld,40,2,classical
Marvin Gaye,32.81306306,444,classical
Matthias Kirschnereit,0,2,classical
Matthias Ziegler,30,4,classical
Mattia Battistini,1,1,classical
Matyas Antal,38.8,10,classical
Maureen Forrester,0,3,classical
Maurice Gendron,23,2,classical
Maurice Jarre,21.5,16,classical
Maurice Ravel,6.535211268,142,classical
Mauricio Kagel,0,1,classical
Maurizio Pollini,33.25,8,classical
Mauro Giuliani,0,1,classical
Max Bruch,3.029411765,34,classical
Max Lorenz,0,9,classical
Max Reger,0,31,classical
Max Steiner,9.704918033,61,classical
Maxwell D,1.5,4,classical
McGree,14,1,classical
Meena Kapoor,0,71,classical
Meena Kumari,0,13,classical
Mehmood,8.555555556,9,classical
Mercury Dance Band,28,2,classical
Meredith Monk,38,1,classical
Meredith Willson,12,1,classical
Merikan,0,2,classical
Merry Clayton,45.5,4,classical
Metropolitan Opera Orchestra,2.065789474,152,classical
Miceal O'Rourke,41,2,classical
Michael Angelo,0,1,classical
Michael Berkeley,13,1,classical
Michael Collins,0,2,classical
Michael Gordon,30,2,classical
Michael Halasz,45.125,16,classical
Michael Jarrell,0,1,classical
Michael Kamen,42.2,5,classical
Michael Langdon,0,2,classical
Michael Praetorius,26,1,classical
Michael Thomas,0,2,classical
Michael Tilson Thomas,10.2173913,46,classical
Michael William Balfe,0,1,classical
Michel Sénéchal,16.5,2,classical
Michele Campanella,27,2,classical
Michele Pertusi,32,1,classical
Michelle Breedt,54,1,classical
Mieczysław Horszowski,0.0303030303,33,classical
Mieczysław Weinberg,1,1,classical
Miguel Llobet Solés,0.12,25,classical
Mike Marshall,44.33333333,3,classical
Mikhail Pletnev,53.5,8,classical
Miklós Rózsa,12.06849315,73,classical
Millie Jackson,33,8,classical
Mirella Freni,35.28571429,7,classical
Mischa Levitzki,0,2,classical
Mischa Maisky,37.84615385,13,classical
Mitsuko Uchida,40.75,16,classical
Monica Huggett,32.33333333,9,classical
Monica Sinclair,10.22222222,9,classical
Monika Frimmer,42,1,classical
Montserrat Caballé,34,1,classical
Mores,0,2,classical
Moritz Moszkowski,0.5833333333,12,classical
Morten Lauridsen,55,1,classical
Morton Feldman,37,2,classical
Morton Gould,9.6,5,classical
Moshe Wilensky,0,3,classical
Moura Lympany,4.925925926,54,classical
Mstislav Rostropovich,15.4,5,classical
Mubarak Begum,0.7,20,classical
Munich Philharmonic Orchestra,3.133333333,15,classical
Munich Radio Orchestra,2.5,16,classical
Murray Perahia,35.26086957,23,classical
Muzio Clementi,0.2142857143,28,classical
Mykola Dmytrovych Leontovych,40.33333333,6,classical
Myung-Whun Chung,54,2,classical
Márta Kurtág,52,1,classical
Narciso Yepes,28.6,5,classical
Natalie Dessay,49,1,classical
Naushad,1,2,classical
Neeme Järvi,20.88888889,18,classical
Neidlinger,0,13,classical
Nell Rankin,0,4,classical
Nelson Freire,51,2,classical
Nelson Riddle,18.02061856,97,classical
Nevermore,10.15789474,38,classical
New Philharmonia Orchestra,16.27777778,18,classical
New York Philharmonic,7.418357488,1035,classical
Niccolò Paganini,7.526315789,19,classical
Nicholas Daniel,47,1,classical
Nicola Benedetti,56,1,classical
Nicola Rossi-Lemeni,0.4074074074,27,classical
Nicola Zaccaria,19.18181818,11,classical
Nicolai Gedda,14.28125,32,classical
Nicolai Ghiaurov,33.33333333,3,classical
Nicolas Economou,43,2,classical
Nicolas Flagello,0,5,classical
Nicolaus Esterhazy Sinfonia,45.18181818,11,classical
Niels Gade,0,1,classical
Nikita Magaloff,1.571428571,14,classical
Niklas Eklund,45,1,classical
Nikolai Lugansky,49.5,4,classical
Nikolai Rimsky-Korsakov,8.475,40,classical
Nikolaus Harnoncourt,12.64,25,classical
Nils Frahm,58,4,classical
Nina Stemme,0,1,classical
Nino Rota,37.96,25,classical
Ninon Vallin,0,38,classical
Nitin Mukesh,21.5,4,classical
Nobuo Uematsu,39.84,50,classical
Nobuya Sugawa,44,1,classical
Nocturnal Rites,4.5,4,classical
Noisecontrollers,13.80952381,21,classical
Nora Mercz,53,1,classical
Norma Procter,0,4,classical
Norman Bailey,24,1,classical
Northern Chamber Orchestra,38.5,2,classical
O.V. Wright,25.5,4,classical
Odette Quesada,48,2,classical
Ogie Alcasid,52,1,classical
Ol Wallace,13,2,classical
Oliver Wallace,34.33333333,3,classical
Olivier Cavé,0,4,classical
Olivier Messiaen,0,2,classical
One Way,35.47058824,17,classical
Orchester der Deutschen Oper Berlin,27,5,classical
Orchestra,4.641509434,53,classical
"Orchestra Del Teatro Alla Scala, Milano",8.568,250,classical
Orchestra Of The 18th Century,26.42857143,14,classical
Orchestra of the Age of Enlightenment,31.71794872,39,classical
Orchestre Symphonique de Montréal,40.61538462,13,classical
Orlando Gibbons,26,1,classical
Orpheus Chamber Orchestra,44.76470588,17,classical
Orquesta De Camara De Madrid,2.833333333,12,classical
Oscar Levant,0.5892116183,241,classical
Osian Ellis,31,3,classical
Oslo Philharmonic Orchestra,28,1,classical
Otis Redding,33.67973856,306,classical
Otto Edelmann,1.538461538,13,classical
Otto Graef,1,4,classical
Otto Klemperer,4.380952381,21,classical
Otto Totland,60,2,classical
Ottorino Respighi,5.095238095,21,classical
Owen Brannigan,0,1,classical
Pablo Casals,0.8785046729,107,classical
Pandit Pran Nath,0,2,classical
Pankaj Mullick,0.2058823529,68,classical
Parul Ghosh,0,43,classical
Pascal Devoyon,34,2,classical
Pascal Dusapin,0,1,classical
Pascal Rogé,41.73333333,15,classical
Patience & Prudence,52,2,classical
Paul Badura-Skoda,0,33,classical
Paul Baumgartner,0.2727272727,44,classical
Paul Crossley,18,2,classical
Paul Dukas,14.6,5,classical
Paul Galbraith,48,2,classical
Paul Gilbert,28.5,4,classical
Paul Hindemith,0,7,classical
Paul Lewis,67,2,classical
Paul Meyer,0,1,classical
Paul Robeson,10,6,classical
Paul Schöffler,0,15,classical
Paul Tortelier,0,6,classical
Peaches & Herb,33.25,16,classical
Pepe Romero,31.16666667,6,classical
Per Mårtensson,0,1,classical
Pete Sanchez,30,1,classical
Peter Damm,38,1,classical
Peter Erasmus Lange-Müller,0,10,classical
Peter Jablonski,54,2,classical
Peter Maxwell Davies,9,4,classical
Peter Scholes,42,2,classical
Peter Schreier,27,2,classical
Peter Serkin,14,1,classical
Peter Warlock,26,4,classical
Philadelphia Orchestra,10.52067669,532,classical
Philharmonia Orchestra,5.318611987,317,classical
Philip Glass,35.35,40,classical
Philip Langridge,27,1,classical
Philip Pickett,39,3,classical
Philip Thomson,39,2,classical
Philippe Entremont,17.69230769,143,classical
Phyllis Hyman,29,28,classical
Piero,41.14285714,14,classical
Piero Piccioni,31.55555556,27,classical
Piero de Palma,4.785714286,14,classical
Pierre Boulez,15.20833333,24,classical
Pierre Cochereau,0,2,classical
Pierre Fournier,9.805555556,72,classical
Pierre J,0,1,classical
Pierre Pierlot,34,1,classical
Pierre-Alain Volondat,41,2,classical
Piers Lane,38,2,classical
Pietro Mascagni,4.673076923,52,classical
Pilar Lorengar,3,2,classical
Pino Donaggio,25,2,classical
Piotr Beczala,1.222222222,9,classical
Pirteät Pelimannit,17,2,classical
Plinio Clabassi,4.666666667,3,classical
